column_000,column_001,column_002,column_003,column_004,column_005,column_006,column_007,column_008,column_009,column_010,column_011,column_012,column_013,column_014,column_015,column_016,column_017,column_018,column_019
89580170202,value-8958-1,value-8958-2,value-8958-3,value-8958-4,89580170207,value-8958-6,value-8958-7,value-8958-8,value-8958-9,89580170212,value-8958-11,value-8958-12,value-8958-13,value-8958-14,89580170217,value-8958-16,value-8958-17,value-8958-18,value-8958-19
89590170221,value-8959-1,value-8959-2,value-8959-3,value-8959-4,89590170226,value-8959-6,value-8959-7,value-8959-8,value-8959-9,89590170231,value-8959-11,value-8959-12,value-8959-13,value-8959-14,89590170236,value-8959-16,value-8959-17,value-8959-18,value-8959-19
89600170240,value-8960-1,value-8960-2,value-8960-3,value-8960-4,89600170245,value-8960-6,value-8960-7,value-8960-8,value-8960-9,89600170250,value-8960-11,value-8960-12,value-8960-13,value-8960-14,89600170255,value-8960-16,value-8960-17,value-8960-18,value-8960-19
89610170259,value-8961-1,value-8961-2,value-8961-3,value-8961-4,89610170264,value-8961-6,value-8961-7,value-8961-8,value-8961-9,89610170269,value-8961-11,value-8961-12,value-8961-13,value-8961-14,89610170274,value-8961-16,value-8961-17,value-8961-18,value-8961-19
89620170278,value-8962-1,value-8962-2,value-8962-3,value-8962-4,89620170283,value-8962-6,value-8962-7,value-8962-8,value-8962-9,89620170288,value-8962-11,value-8962-12,value-8962-13,value-8962-14,89620170293,value-8962-16,value-8962-17,value-8962-18,value-8962-19
89630170297,value-8963-1,value-8963-2,value-8963-3,value-8963-4,89630170302,value-8963-6,value-8963-7,value-8963-8,value-8963-9,89630170307,value-8963-11,value-8963-12,value-8963-13,value-8963-14,89630170312,value-8963-16,value-8963-17,value-8963-18,value-8963-19
89640170316,value-8964-1,value-8964-2,value-8964-3,value-8964-4,89640170321,value-8964-6,value-8964-7,value-8964-8,value-8964-9,89640170326,value-8964-11,value-8964-12,value-8964-13,value-8964-14,89640170331,value-8964-16,value-8964-17,value-8964-18,value-8964-19
89650170335,value-8965-1,value-8965-2,value-8965-3,value-8965-4,89650170340,value-8965-6,value-8965-7,value-8965-8,value-8965-9,89650170345,value-8965-11,value-8965-12,value-8965-13,value-8965-14,89650170350,value-8965-16,value-8965-17,value-8965-18,value-8965-19
89660170354,value-8966-1,value-8966-2,value-8966-3,value-8966-4,89660170359,value-8966-6,value-8966-7,value-8966-8,value-8966-9,89660170364,value-8966-11,value-8966-12,value-8966-13,value-8966-14,89660170369,value-8966-16,value-8966-17,value-8966-18,value-8966-19
89670170373,value-8967-1,value-8967-2,value-8967-3,value-8967-4,89670170378,value-8967-6,value-8967-7,value-8967-8,value-8967-9,89670170383,value-8967-11,value-8967-12,value-8967-13,value-8967-14,89670170388,value-8967-16,value-8967-17,value-8967-18,value-8967-19
89680170392,value-8968-1,value-8968-2,value-8968-3,value-8968-4,89680170397,value-8968-6,value-8968-7,value-8968-8,value-8968-9,89680170402,value-8968-11,value-8968-12,value-8968-13,value-8968-14,89680170407,value-8968-16,value-8968-17,value-8968-18,value-8968-19
89690170411,value-8969-1,value-8969-2,value-8969-3,value-8969-4,89690170416,value-8969-6,value-8969-7,value-8969-8,value-8969-9,89690170421,value-8969-11,value-8969-12,value-8969-13,value-8969-14,89690170426,value-8969-16,value-8969-17,value-8969-18,value-8969-19
89700170430,value-8970-1,value-8970-2,value-8970-3,value-8970-4,89700170435,value-8970-6,value-8970-7,value-8970-8,value-8970-9,89700170440,value-8970-11,value-8970-12,value-8970-13,value-8970-14,89700170445,value-8970-16,value-8970-17,value-8970-18,value-8970-19
89710170449,value-8971-1,value-8971-2,value-8971-3,value-8971-4,89710170454,value-8971-6,value-8971-7,value-8971-8,value-8971-9,89710170459,value-8971-11,value-8971-12,value-8971-13,value-8971-14,89710170464,value-8971-16,value-8971-17,value-8971-18,value-8971-19
89720170468,value-8972-1,value-8972-2,value-8972-3,value-8972-4,89720170473,value-8972-6,value-8972-7,value-8972-8,value-8972-9,89720170478,value-8972-11,value-8972-12,value-8972-13,value-8972-14,89720170483,value-8972-16,value-8972-17,value-8972-18,value-8972-19
89730170487,"quoted, row 8973
second line",value-8973-2,value-8973-3,value-8973-4,89730170492,value-8973-6,value-8973-7,value-8973-8,value-8973-9,89730170497,value-8973-11,value-8973-12,value-8973-13,value-8973-14,89730170502,value-8973-16,value-8973-17,value-8973-18,value-8973-19
89740170506,value-8974-1,value-8974-2,value-8974-3,value-8974-4,89740170511,value-8974-6,value-8974-7,value-8974-8,value-8974-9,89740170516,value-8974-11,value-8974-12,value-8974-13,value-8974-14,89740170521,value-8974-16,value-8974-17,value-8974-18,value-8974-19
89750170525,value-8975-1,value-8975-2,value-8975-3,value-8975-4,89750170530,value-8975-6,value-8975-7,value-8975-8,value-8975-9,89750170535,value-8975-11,value-8975-12,value-8975-13,value-8975-14,89750170540,value-8975-16,value-8975-17,value-8975-18,value-8975-19
89760170544,value-8976-1,value-8976-2,value-8976-3,value-8976-4,89760170549,value-8976-6,value-8976-7,value-8976-8,value-8976-9,89760170554,value-8976-11,value-8976-12,value-8976-13,value-8976-14,89760170559,value-8976-16,value-8976-17,value-8976-18,value-8976-19
89770170563,value-8977-1,value-8977-2,value-8977-3,value-8977-4,89770170568,value-8977-6,value-8977-7,value-8977-8,value-8977-9,89770170573,value-8977-11,value-8977-12,value-8977-13,value-8977-14,89770170578,value-8977-16,value-8977-17,value-8977-18,value-8977-19
89780170582,value-8978-1,value-8978-2,value-8978-3,value-8978-4,89780170587,value-8978-6,value-8978-7,value-8978-8,value-8978-9,89780170592,value-8978-11,value-8978-12,value-8978-13,value-8978-14,89780170597,value-8978-16,value-8978-17,value-8978-18,value-8978-19
89790170601,value-8979-1,value-8979-2,value-8979-3,value-8979-4,89790170606,value-8979-6,value-8979-7,value-8979-8,value-8979-9,89790170611,value-8979-11,value-8979-12,value-8979-13,value-8979-14,89790170616,value-8979-16,value-8979-17,value-8979-18,value-8979-19
89800170620,value-8980-1,value-8980-2,value-8980-3,value-8980-4,89800170625,value-8980-6,value-8980-7,value-8980-8,value-8980-9,89800170630,value-8980-11,value-8980-12,value-8980-13,value-8980-14,89800170635,value-8980-16,value-8980-17,value-8980-18,value-8980-19
89810170639,value-8981-1,value-8981-2,value-8981-3,value-8981-4,89810170644,value-8981-6,value-8981-7,value-8981-8,value-8981-9,89810170649,value-8981-11,value-8981-12,value-8981-13,value-8981-14,89810170654,value-8981-16,value-8981-17,value-8981-18,value-8981-19
89820170658,value-8982-1,value-8982-2,value-8982-3,value-8982-4,89820170663,value-8982-6,value-8982-7,value-8982-8,value-8982-9,89820170668,value-8982-11,value-8982-12,value-8982-13,value-8982-14,89820170673,value-8982-16,value-8982-17,value-8982-18,value-8982-19
89830170677,value-8983-1,value-8983-2,value-8983-3,value-8983-4,89830170682,value-8983-6,value-8983-7,value-8983-8,value-8983-9,89830170687,value-8983-11,value-8983-12,value-8983-13,value-8983-14,89830170692,value-8983-16,value-8983-17,value-8983-18,value-8983-19
89840170696,value-8984-1,value-8984-2,value-8984-3,value-8984-4,89840170701,value-8984-6,value-8984-7,value-8984-8,value-8984-9,89840170706,value-8984-11,value-8984-12,value-8984-13,value-8984-14,89840170711,value-8984-16,value-8984-17,value-8984-18,value-8984-19
89850170715,value-8985-1,value-8985-2,value-8985-3,value-8985-4,89850170720,value-8985-6,value-8985-7,value-8985-8,value-8985-9,89850170725,value-8985-11,value-8985-12,value-8985-13,value-8985-14,89850170730,value-8985-16,value-8985-17,value-8985-18,value-8985-19
89860170734,value-8986-1,value-8986-2,value-8986-3,value-8986-4,89860170739,value-8986-6,value-8986-7,value-8986-8,value-8986-9,89860170744,value-8986-11,value-8986-12,value-8986-13,value-8986-14,89860170749,value-8986-16,value-8986-17,value-8986-18,value-8986-19
89870170753,value-8987-1,value-8987-2,value-8987-3,value-8987-4,89870170758,value-8987-6,value-8987-7,value-8987-8,value-8987-9,89870170763,value-8987-11,value-8987-12,value-8987-13,value-8987-14,89870170768,value-8987-16,value-8987-17,value-8987-18,value-8987-19
89880170772,value-8988-1,value-8988-2,value-8988-3,value-8988-4,89880170777,value-8988-6,value-8988-7,value-8988-8,value-8988-9,89880170782,value-8988-11,value-8988-12,value-8988-13,value-8988-14,89880170787,value-8988-16,value-8988-17,value-8988-18,value-8988-19
89890170791,value-8989-1,,value-8989-3,value-8989-4,89890170796,value-8989-6,value-8989-7,value-8989-8,value-8989-9,89890170801,value-8989-11,value-8989-12,value-8989-13,value-8989-14,89890170806,value-8989-16,value-8989-17,value-8989-18,value-8989-19
89900170810,value-8990-1,value-8990-2,value-8990-3,value-8990-4,89900170815,value-8990-6,value-8990-7,value-8990-8,value-8990-9,89900170820,value-8990-11,value-8990-12,value-8990-13,value-8990-14,89900170825,value-8990-16,value-8990-17,value-8990-18,value-8990-19
89910170829,value-8991-1,value-8991-2,value-8991-3,value-8991-4,89910170834,value-8991-6,value-8991-7,value-8991-8,value-8991-9,89910170839,value-8991-11,value-8991-12,value-8991-13,value-8991-14,89910170844,value-8991-16,value-8991-17,value-8991-18,value-8991-19
89920170848,value-8992-1,value-8992-2,value-8992-3,value-8992-4,89920170853,value-8992-6,value-8992-7,value-8992-8,value-8992-9,89920170858,value-8992-11,value-8992-12,value-8992-13,value-8992-14,89920170863,value-8992-16,value-8992-17,value-8992-18,value-8992-19
89930170867,value-8993-1,value-8993-2,value-8993-3,value-8993-4,89930170872,value-8993-6,value-8993-7,value-8993-8,value-8993-9,89930170877,value-8993-11,value-8993-12,value-8993-13,value-8993-14,89930170882,value-8993-16,value-8993-17,value-8993-18,value-8993-19
89940170886,value-8994-1,value-8994-2,value-8994-3,value-8994-4,89940170891,value-8994-6,value-8994-7,value-8994-8,value-8994-9,89940170896,value-8994-11,value-8994-12,value-8994-13,value-8994-14,89940170901,value-8994-16,value-8994-17,value-8994-18,value-8994-19
89950170905,value-8995-1,value-8995-2,value-8995-3,value-8995-4,89950170910,value-8995-6,value-8995-7,value-8995-8,value-8995-9,89950170915,value-8995-11,value-8995-12,value-8995-13,value-8995-14,89950170920,value-8995-16,value-8995-17,value-8995-18,value-8995-19
89960170924,value-8996-1,value-8996-2,value-8996-3,value-8996-4,89960170929,value-8996-6,value-8996-7,value-8996-8,value-8996-9,89960170934,value-8996-11,value-8996-12,value-8996-13,value-8996-14,89960170939,value-8996-16,value-8996-17,value-8996-18,value-8996-19
89970170943,value-8997-1,value-8997-2,value-8997-3,value-8997-4,89970170948,value-8997-6,value-8997-7,value-8997-8,value-8997-9,89970170953,value-8997-11,value-8997-12,value-8997-13,value-8997-14,89970170958,value-8997-16,value-8997-17,value-8997-18,value-8997-19
89980170962,value-8998-1,value-8998-2,value-8998-3,value-8998-4,89980170967,value-8998-6,value-8998-7,value-8998-8,value-8998-9,89980170972,value-8998-11,value-8998-12,value-8998-13,value-8998-14,89980170977,value-8998-16,value-8998-17,value-8998-18,value-8998-19
89990170981,value-8999-1,value-8999-2,value-8999-3,value-8999-4,89990170986,value-8999-6,value-8999-7,value-8999-8,value-8999-9,89990170991,value-8999-11,value-8999-12,value-8999-13,value-8999-14,89990170996,value-8999-16,value-8999-17,value-8999-18,value-8999-19
90000171000,value-9000-1,value-9000-2,value-9000-3,value-9000-4,90000171005,value-9000-6,value-9000-7,value-9000-8,value-9000-9,90000171010,value-9000-11,value-9000-12,value-9000-13,value-9000-14,90000171015,value-9000-16,value-9000-17,value-9000-18,value-9000-19
90010171019,value-9001-1,value-9001-2,value-9001-3,value-9001-4,90010171024,value-9001-6,value-9001-7,value-9001-8,value-9001-9,90010171029,value-9001-11,value-9001-12,value-9001-13,value-9001-14,90010171034,value-9001-16,value-9001-17,value-9001-18,value-9001-19
90020171038,value-9002-1,value-9002-2,value-9002-3,value-9002-4,90020171043,value-9002-6,value-9002-7,value-9002-8,value-9002-9,90020171048,value-9002-11,value-9002-12,value-9002-13,value-9002-14,90020171053,value-9002-16,value-9002-17,value-9002-18,value-9002-19
90030171057,value-9003-1,value-9003-2,value-9003-3,value-9003-4,90030171062,value-9003-6,value-9003-7,value-9003-8,value-9003-9,90030171067,value-9003-11,value-9003-12,value-9003-13,value-9003-14,90030171072,value-9003-16,value-9003-17,value-9003-18,value-9003-19
90040171076,value-9004-1,value-9004-2,value-9004-3,value-9004-4,90040171081,value-9004-6,value-9004-7,value-9004-8,value-9004-9,90040171086,value-9004-11,value-9004-12,value-9004-13,value-9004-14,90040171091,value-9004-16,value-9004-17,value-9004-18,value-9004-19
90050171095,value-9005-1,value-9005-2,value-9005-3,value-9005-4,90050171100,value-9005-6,value-9005-7,value-9005-8,value-9005-9,90050171105,value-9005-11,value-9005-12,value-9005-13,value-9005-14,90050171110,value-9005-16,value-9005-17,value-9005-18,value-9005-19
90060171114,value-9006-1,value-9006-2,value-9006-3,value-9006-4,90060171119,value-9006-6,value-9006-7,value-9006-8,value-9006-9,90060171124,value-9006-11,value-9006-12,value-9006-13,value-9006-14,90060171129,value-9006-16,value-9006-17,value-9006-18,value-9006-19
90070171133,value-9007-1,value-9007-2,value-9007-3,value-9007-4,90070171138,value-9007-6,value-9007-7,value-9007-8,value-9007-9,90070171143,value-9007-11,value-9007-12,value-9007-13,value-9007-14,90070171148,value-9007-16,value-9007-17,value-9007-18,value-9007-19
90080171152,value-9008-1,value-9008-2,value-9008-3,value-9008-4,90080171157,value-9008-6,value-9008-7,value-9008-8,value-9008-9,90080171162,value-9008-11,value-9008-12,value-9008-13,value-9008-14,90080171167,value-9008-16,value-9008-17,value-9008-18,value-9008-19
90090171171,value-9009-1,value-9009-2,value-9009-3,value-9009-4,90090171176,value-9009-6,value-9009-7,value-9009-8,value-9009-9,90090171181,value-9009-11,value-9009-12,value-9009-13,value-9009-14,90090171186,value-9009-16,value-9009-17,value-9009-18,value-9009-19
90100171190,value-9010-1,value-9010-2,value-9010-3,value-9010-4,90100171195,value-9010-6,value-9010-7,value-9010-8,value-9010-9,90100171200,value-9010-11,value-9010-12,value-9010-13,value-9010-14,90100171205,value-9010-16,value-9010-17,value-9010-18,value-9010-19
90110171209,value-9011-1,value-9011-2,value-9011-3,value-9011-4,90110171214,value-9011-6,value-9011-7,value-9011-8,value-9011-9,90110171219,value-9011-11,value-9011-12,value-9011-13,value-9011-14,90110171224,value-9011-16,value-9011-17,value-9011-18,value-9011-19
90120171228,value-9012-1,value-9012-2,value-9012-3,value-9012-4,90120171233,value-9012-6,value-9012-7,value-9012-8,value-9012-9,90120171238,value-9012-11,value-9012-12,value-9012-13,value-9012-14,90120171243,value-9012-16,value-9012-17,value-9012-18,value-9012-19
90130171247,value-9013-1,value-9013-2,value-9013-3,value-9013-4,90130171252,value-9013-6,value-9013-7,value-9013-8,value-9013-9,90130171257,value-9013-11,value-9013-12,value-9013-13,value-9013-14,90130171262,value-9013-16,value-9013-17,value-9013-18,value-9013-19
90140171266,value-9014-1,value-9014-2,value-9014-3,value-9014-4,90140171271,value-9014-6,value-9014-7,value-9014-8,value-9014-9,90140171276,value-9014-11,value-9014-12,value-9014-13,value-9014-14,90140171281,value-9014-16,value-9014-17,value-9014-18,value-9014-19
90150171285,value-9015-1,value-9015-2,value-9015-3,value-9015-4,90150171290,value-9015-6,value-9015-7,value-9015-8,value-9015-9,90150171295,value-9015-11,value-9015-12,value-9015-13,value-9015-14,90150171300,value-9015-16,value-9015-17,value-9015-18,value-9015-19
90160171304,value-9016-1,value-9016-2,value-9016-3,value-9016-4,90160171309,value-9016-6,value-9016-7,value-9016-8,value-9016-9,90160171314,value-9016-11,value-9016-12,value-9016-13,value-9016-14,90160171319,value-9016-16,value-9016-17,value-9016-18,value-9016-19
90170171323,value-9017-1,value-9017-2,value-9017-3,value-9017-4,90170171328,value-9017-6,value-9017-7,value-9017-8,value-9017-9,90170171333,value-9017-11,value-9017-12,value-9017-13,value-9017-14,90170171338,value-9017-16,value-9017-17,value-9017-18,value-9017-19
90180171342,value-9018-1,value-9018-2,value-9018-3,value-9018-4,90180171347,value-9018-6,value-9018-7,value-9018-8,value-9018-9,90180171352,value-9018-11,value-9018-12,value-9018-13,value-9018-14,90180171357,value-9018-16,value-9018-17,value-9018-18,value-9018-19
90190171361,value-9019-1,value-9019-2,value-9019-3,value-9019-4,90190171366,value-9019-6,value-9019-7,value-9019-8,value-9019-9,90190171371,value-9019-11,value-9019-12,value-9019-13,value-9019-14,90190171376,value-9019-16,value-9019-17,value-9019-18,value-9019-19
90200171380,value-9020-1,value-9020-2,value-9020-3,value-9020-4,90200171385,value-9020-6,value-9020-7,value-9020-8,value-9020-9,90200171390,value-9020-11,value-9020-12,value-9020-13,value-9020-14,90200171395,value-9020-16,value-9020-17,value-9020-18,value-9020-19
90210171399,value-9021-1,value-9021-2,value-9021-3,value-9021-4,90210171404,value-9021-6,value-9021-7,value-9021-8,value-9021-9,90210171409,value-9021-11,value-9021-12,value-9021-13,value-9021-14,90210171414,value-9021-16,value-9021-17,value-9021-18,value-9021-19
90220171418,value-9022-1,value-9022-2,value-9022-3,value-9022-4,90220171423,value-9022-6,value-9022-7,value-9022-8,value-9022-9,90220171428,value-9022-11,value-9022-12,value-9022-13,value-9022-14,90220171433,value-9022-16,value-9022-17,value-9022-18,value-9022-19
90230171437,value-9023-1,value-9023-2,value-9023-3,value-9023-4,90230171442,value-9023-6,value-9023-7,value-9023-8,value-9023-9,90230171447,value-9023-11,value-9023-12,value-9023-13,value-9023-14,90230171452,value-9023-16,value-9023-17,value-9023-18,value-9023-19
90240171456,value-9024-1,value-9024-2,value-9024-3,value-9024-4,90240171461,value-9024-6,value-9024-7,value-9024-8,value-9024-9,90240171466,value-9024-11,value-9024-12,value-9024-13,value-9024-14,90240171471,value-9024-16,value-9024-17,value-9024-18,value-9024-19
90250171475,value-9025-1,value-9025-2,value-9025-3,value-9025-4,90250171480,value-9025-6,value-9025-7,value-9025-8,value-9025-9,90250171485,value-9025-11,value-9025-12,value-9025-13,value-9025-14,90250171490,value-9025-16,value-9025-17,value-9025-18,value-9025-19
90260171494,value-9026-1,value-9026-2,value-9026-3,value-9026-4,90260171499,value-9026-6,value-9026-7,value-9026-8,value-9026-9,90260171504,value-9026-11,value-9026-12,value-9026-13,value-9026-14,90260171509,value-9026-16,value-9026-17,value-9026-18,value-9026-19
90270171513,value-9027-1,value-9027-2,value-9027-3,value-9027-4,90270171518,value-9027-6,value-9027-7,value-9027-8,value-9027-9,90270171523,value-9027-11,value-9027-12,value-9027-13,value-9027-14,90270171528,value-9027-16,value-9027-17,value-9027-18,value-9027-19
90280171532,value-9028-1,value-9028-2,value-9028-3,value-9028-4,90280171537,value-9028-6,value-9028-7,value-9028-8,value-9028-9,90280171542,value-9028-11,value-9028-12,value-9028-13,value-9028-14,90280171547,value-9028-16,value-9028-17,value-9028-18,value-9028-19
90290171551,value-9029-1,value-9029-2,value-9029-3,value-9029-4,90290171556,value-9029-6,value-9029-7,value-9029-8,value-9029-9,90290171561,value-9029-11,value-9029-12,value-9029-13,value-9029-14,90290171566,value-9029-16,value-9029-17,value-9029-18,value-9029-19
90300171570,value-9030-1,value-9030-2,value-9030-3,value-9030-4,90300171575,value-9030-6,value-9030-7,value-9030-8,value-9030-9,90300171580,value-9030-11,value-9030-12,value-9030-13,value-9030-14,90300171585,value-9030-16,value-9030-17,value-9030-18,value-9030-19
90310171589,value-9031-1,value-9031-2,value-9031-3,value-9031-4,90310171594,value-9031-6,value-9031-7,value-9031-8,value-9031-9,90310171599,value-9031-11,value-9031-12,value-9031-13,value-9031-14,90310171604,value-9031-16,value-9031-17,value-9031-18,value-9031-19
90320171608,value-9032-1,value-9032-2,value-9032-3,value-9032-4,90320171613,value-9032-6,value-9032-7,value-9032-8,value-9032-9,90320171618,value-9032-11,value-9032-12,value-9032-13,value-9032-14,90320171623,value-9032-16,value-9032-17,value-9032-18,value-9032-19
90330171627,value-9033-1,value-9033-2,value-9033-3,value-9033-4,90330171632,value-9033-6,value-9033-7,value-9033-8,value-9033-9,90330171637,value-9033-11,value-9033-12,value-9033-13,value-9033-14,90330171642,value-9033-16,value-9033-17,value-9033-18,value-9033-19
90340171646,value-9034-1,value-9034-2,value-9034-3,value-9034-4,90340171651,value-9034-6,value-9034-7,value-9034-8,value-9034-9,90340171656,value-9034-11,value-9034-12,value-9034-13,value-9034-14,90340171661,value-9034-16,value-9034-17,value-9034-18,value-9034-19
90350171665,value-9035-1,value-9035-2,value-9035-3,value-9035-4,90350171670,value-9035-6,value-9035-7,value-9035-8,value-9035-9,90350171675,value-9035-11,value-9035-12,value-9035-13,value-9035-14,90350171680,value-9035-16,value-9035-17,value-9035-18,value-9035-19
90360171684,value-9036-1,value-9036-2,value-9036-3,value-9036-4,90360171689,value-9036-6,value-9036-7,value-9036-8,value-9036-9,90360171694,value-9036-11,value-9036-12,value-9036-13,value-9036-14,90360171699,value-9036-16,value-9036-17,value-9036-18,value-9036-19
90370171703,value-9037-1,value-9037-2,value-9037-3,value-9037-4,90370171708,value-9037-6,value-9037-7,value-9037-8,value-9037-9,90370171713,value-9037-11,value-9037-12,value-9037-13,value-9037-14,90370171718,value-9037-16,value-9037-17,value-9037-18,value-9037-19
90380171722,value-9038-1,value-9038-2,value-9038-3,value-9038-4,90380171727,value-9038-6,value-9038-7,value-9038-8,value-9038-9,90380171732,value-9038-11,value-9038-12,value-9038-13,value-9038-14,90380171737,value-9038-16,value-9038-17,value-9038-18,value-9038-19
90390171741,value-9039-1,value-9039-2,value-9039-3,value-9039-4,90390171746,value-9039-6,value-9039-7,value-9039-8,value-9039-9,90390171751,value-9039-11,value-9039-12,value-9039-13,value-9039-14,90390171756,value-9039-16,value-9039-17,value-9039-18,value-9039-19
90400171760,value-9040-1,value-9040-2,value-9040-3,value-9040-4,90400171765,value-9040-6,value-9040-7,value-9040-8,value-9040-9,90400171770,value-9040-11,value-9040-12,value-9040-13,value-9040-14,90400171775,value-9040-16,value-9040-17,value-9040-18,value-9040-19
90410171779,value-9041-1,value-9041-2,value-9041-3,value-9041-4,90410171784,value-9041-6,value-9041-7,value-9041-8,value-9041-9,90410171789,value-9041-11,value-9041-12,value-9041-13,value-9041-14,90410171794,value-9041-16,value-9041-17,value-9041-18,value-9041-19
90420171798,value-9042-1,value-9042-2,value-9042-3,value-9042-4,90420171803,value-9042-6,value-9042-7,value-9042-8,value-9042-9,90420171808,value-9042-11,value-9042-12,value-9042-13,value-9042-14,90420171813,value-9042-16,value-9042-17,value-9042-18,value-9042-19
90430171817,value-9043-1,value-9043-2,value-9043-3,value-9043-4,90430171822,value-9043-6,value-9043-7,value-9043-8,value-9043-9,90430171827,value-9043-11,value-9043-12,value-9043-13,value-9043-14,90430171832,value-9043-16,value-9043-17,value-9043-18,value-9043-19
90440171836,value-9044-1,value-9044-2,value-9044-3,value-9044-4,90440171841,value-9044-6,value-9044-7,value-9044-8,value-9044-9,90440171846,value-9044-11,value-9044-12,value-9044-13,value-9044-14,90440171851,value-9044-16,value-9044-17,value-9044-18,value-9044-19
90450171855,value-9045-1,value-9045-2,value-9045-3,value-9045-4,90450171860,value-9045-6,value-9045-7,value-9045-8,value-9045-9,90450171865,value-9045-11,value-9045-12,value-9045-13,value-9045-14,90450171870,value-9045-16,value-9045-17,value-9045-18,value-9045-19
90460171874,value-9046-1,value-9046-2,value-9046-3,value-9046-4,90460171879,value-9046-6,value-9046-7,value-9046-8,value-9046-9,90460171884,value-9046-11,value-9046-12,value-9046-13,value-9046-14,90460171889,value-9046-16,value-9046-17,value-9046-18,value-9046-19
90470171893,value-9047-1,value-9047-2,value-9047-3,value-9047-4,90470171898,value-9047-6,value-9047-7,value-9047-8,value-9047-9,90470171903,value-9047-11,value-9047-12,value-9047-13,value-9047-14,90470171908,value-9047-16,value-9047-17,value-9047-18,value-9047-19
90480171912,value-9048-1,value-9048-2,value-9048-3,value-9048-4,90480171917,value-9048-6,value-9048-7,value-9048-8,value-9048-9,90480171922,value-9048-11,value-9048-12,value-9048-13,value-9048-14,90480171927,value-9048-16,value-9048-17,value-9048-18,value-9048-19
90490171931,value-9049-1,value-9049-2,value-9049-3,value-9049-4,90490171936,value-9049-6,value-9049-7,value-9049-8,value-9049-9,90490171941,value-9049-11,value-9049-12,value-9049-13,value-9049-14,90490171946,value-9049-16,value-9049-17,value-9049-18,value-9049-19
90500171950,value-9050-1,value-9050-2,value-9050-3,value-9050-4,90500171955,value-9050-6,value-9050-7,value-9050-8,value-9050-9,90500171960,value-9050-11,value-9050-12,value-9050-13,value-9050-14,90500171965,value-9050-16,value-9050-17,value-9050-18,value-9050-19
90510171969,value-9051-1,value-9051-2,value-9051-3,value-9051-4,90510171974,value-9051-6,value-9051-7,value-9051-8,value-9051-9,90510171979,value-9051-11,value-9051-12,value-9051-13,value-9051-14,90510171984,value-9051-16,value-9051-17,value-9051-18,value-9051-19
90520171988,value-9052-1,value-9052-2,value-9052-3,value-9052-4,90520171993,value-9052-6,value-9052-7,value-9052-8,value-9052-9,90520171998,value-9052-11,value-9052-12,value-9052-13,value-9052-14,90520172003,value-9052-16,value-9052-17,value-9052-18,value-9052-19
90530172007,value-9053-1,value-9053-2,value-9053-3,value-9053-4,90530172012,value-9053-6,value-9053-7,value-9053-8,value-9053-9,90530172017,value-9053-11,value-9053-12,value-9053-13,value-9053-14,90530172022,value-9053-16,value-9053-17,value-9053-18,value-9053-19
90540172026,value-9054-1,value-9054-2,value-9054-3,value-9054-4,90540172031,value-9054-6,value-9054-7,value-9054-8,value-9054-9,90540172036,value-9054-11,value-9054-12,value-9054-13,value-9054-14,90540172041,value-9054-16,value-9054-17,value-9054-18,value-9054-19
90550172045,value-9055-1,value-9055-2,value-9055-3,value-9055-4,90550172050,value-9055-6,value-9055-7,value-9055-8,value-9055-9,90550172055,value-9055-11,value-9055-12,value-9055-13,value-9055-14,90550172060,value-9055-16,value-9055-17,value-9055-18,value-9055-19
90560172064,value-9056-1,value-9056-2,value-9056-3,value-9056-4,90560172069,value-9056-6,value-9056-7,value-9056-8,value-9056-9,90560172074,value-9056-11,value-9056-12,value-9056-13,value-9056-14,90560172079,value-9056-16,value-9056-17,value-9056-18,value-9056-19
90570172083,value-9057-1,value-9057-2,value-9057-3,value-9057-4,90570172088,value-9057-6,value-9057-7,value-9057-8,value-9057-9,90570172093,value-9057-11,value-9057-12,value-9057-13,value-9057-14,90570172098,value-9057-16,value-9057-17,value-9057-18,value-9057-19
90580172102,value-9058-1,value-9058-2,value-9058-3,value-9058-4,90580172107,value-9058-6,value-9058-7,value-9058-8,value-9058-9,90580172112,value-9058-11,value-9058-12,value-9058-13,value-9058-14,90580172117,value-9058-16,value-9058-17,value-9058-18,value-9058-19
90590172121,value-9059-1,value-9059-2,value-9059-3,value-9059-4,90590172126,value-9059-6,value-9059-7,value-9059-8,value-9059-9,90590172131,value-9059-11,value-9059-12,value-9059-13,value-9059-14,90590172136,value-9059-16,value-9059-17,value-9059-18,value-9059-19
90600172140,value-9060-1,value-9060-2,value-9060-3,value-9060-4,90600172145,value-9060-6,value-9060-7,value-9060-8,value-9060-9,90600172150,value-9060-11,value-9060-12,value-9060-13,value-9060-14,90600172155,value-9060-16,value-9060-17,value-9060-18,value-9060-19
90610172159,value-9061-1,value-9061-2,value-9061-3,value-9061-4,90610172164,value-9061-6,value-9061-7,value-9061-8,value-9061-9,90610172169,value-9061-11,value-9061-12,value-9061-13,value-9061-14,90610172174,value-9061-16,value-9061-17,value-9061-18,value-9061-19
90620172178,value-9062-1,value-9062-2,value-9062-3,value-9062-4,90620172183,value-9062-6,value-9062-7,value-9062-8,value-9062-9,90620172188,value-9062-11,value-9062-12,value-9062-13,value-9062-14,90620172193,value-9062-16,value-9062-17,value-9062-18,value-9062-19
